brand,model,year,damage_class,severity,price_tnd
Peugeot,208,2025,signlight-damage,severe,203.48
BMW,X5,2017,headlight-damage,light,364.06
Mercedes,Classe C,2022,quarterpanel-dent,moderate,1364.22
Audi,A3,2024,rear-bumper-dent,light,587.35
Mercedes,Classe A,2021,pillar-dent,moderate,1064.25
Mercedes,Classe A,2017,front-bumper-dent,light,842.74
Renault,Captur,2021,fender-dent,moderate,556.07
Ford,Kuga,2022,pillar-dent,light,346.3
Audi,Q5,2016,quarterpanel-dent,severe,1776.06
Audi,A3,2020,sidemirror-damage,moderate,388.48
Hyundai,i20,2020,bonnet-dent,severe,1213.99
Hyundai,Tucson,2025,doorouter-dent,moderate,703.39
Toyota,Yaris,2023,front-windscreen-damage,light,279.33
Toyota,Yaris,2025,fender-dent,moderate,552.67
Kia,Ceed,2021,rear-windscreen-damage,severe,638.55
Peugeot,208,2026,rear-bumper-dent,moderate,534.6
Volkswagen,Tiguan,2018,front-bumper-dent,moderate,762.3
Audi,A3,2025,quarterpanel-dent,moderate,1045.04
Renault,Clio,2020,headlight-damage,moderate,307.54
Hyundai,i30,2021,roof-dent,light,558.73
Mercedes,Classe C,2025,headlight-damage,light,361.75
Renault,Clio,2022,signlight-damage,severe,224.31
BMW,Serie 3,2025,headlight-damage,light,325.57
Peugeot,3008,2018,headlight-damage,severe,449.06
Volkswagen,Golf,2017,signlight-damage,moderate,185.4
Audi,A3,2018,doorouter-dent,moderate,1241.86
Peugeot,3008,2025,front-bumper-dent,light,339.14
Renault,Clio,2023,fender-dent,severe,810.83
Mercedes,GLC,2022,headlight-damage,severe,944.46
Volkswagen,Tiguan,2018,front-windscreen-damage,moderate,548.86
Renault,Clio,2021,fender-dent,moderate,556.07
Ford,Kuga,2016,fender-dent,severe,1033.19
Kia,Sportage,2017,taillight-damage,light,168.55
BMW,Serie 3,2026,bonnet-dent,light,801.9
Toyota,Yaris,2025,bonnet-dent,light,452.18
Mercedes,Classe A,2026,rear-windscreen-damage,light,475.2
Mercedes,Classe A,2018,roof-dent,light,1164.24
Peugeot,3008,2020,bonnet-dent,severe,1092.59
BMW,X3,2021,bonnet-dent,light,862.04
Renault,Captur,2022,bonnet-dent,moderate,747.7
Renault,Megane,2016,rear-windscreen-damage,severe,648.94
BMW,X3,2021,sidemirror-damage,severe,646.53
Kia,Rio,2022,sidemirror-damage,moderate,236.12
Mercedes,GLC,2016,front-windscreen-damage,moderate,1024.65
Mercedes,GLC,2024,runningboard-dent,moderate,764.77
Hyundai,Tucson,2024,rear-bumper-dent,light,367.09
Peugeot,3008,2021,roof-dent,severe,1257.15
Renault,Captur,2022,sidemirror-damage,moderate,224.31
Volkswagen,Tiguan,2017,doorouter-dent,moderate,865.21
Mercedes,Classe A,2020,fender-dent,light,712.21
BMW,X3,2018,quarterpanel-dent,moderate,1297.3
Mercedes,Classe A,2017,taillight-damage,light,337.09
Toyota,Yaris,2017,front-windscreen-damage,moderate,505.64
Mercedes,GLC,2020,bonnet-dent,light,971.19
BMW,X5,2023,bonnet-dent,severe,2094.96
BMW,Serie 3,2023,pillar-dent,severe,1396.64
Hyundai,i20,2022,doorouter-dent,severe,1101.87
Ford,Kuga,2020,doorouter-dent,severe,1246.36
Kia,Rio,2026,headlight-damage,severe,445.5
Audi,A3,2024,front-windscreen-damage,light,440.51
Audi,A4,2022,front-bumper-dent,light,629.64
Mercedes,GLC,2016,front-windscreen-damage,light,614.79
Peugeot,208,2018,bonnet-dent,moderate,748.44
Audi,Q5,2022,taillight-damage,light,251.86
Toyota,Yaris,2026,front-windscreen-damage,moderate,445.5
Mercedes,Classe C,2019,runningboard-dent,severe,1230.69
Audi,Q5,2016,runningboard-dent,moderate,683.1
Kia,Ceed,2018,runningboard-dent,moderate,415.8
Ford,Focus,2026,roof-dent,severe,1429.31
Ford,Focus,2016,rear-bumper-dent,moderate,751.41
Kia,Ceed,2022,headlight-damage,moderate,314.82
Renault,Clio,2019,headlight-damage,severe,467.66
Audi,Q5,2025,runningboard-dent,moderate,602.91
Audi,A3,2023,front-bumper-dent,severe,1551.82
BMW,X3,2021,fender-dent,light,632.16
Kia,Sportage,2018,front-bumper-dent,moderate,693.0
BMW,Serie 3,2022,bonnet-dent,moderate,1416.69
BMW,Serie 3,2017,taillight-damage,light,303.39
Kia,Rio,2019,runningboard-dent,light,246.14
Ford,Focus,2017,fender-dent,severe,1019.71
Kia,Ceed,2019,signlight-damage,light,98.46
Hyundai,Tucson,2025,quarterpanel-dent,light,391.89
Kia,Sportage,2021,quarterpanel-dent,severe,1037.64
Toyota,Yaris,2023,rear-bumper-dent,moderate,620.73
BMW,X3,2016,front-bumper-dent,severe,1921.22
Peugeot,3008,2018,front-windscreen-damage,severe,673.6
Kia,Ceed,2017,pillar-dent,severe,842.74
Volkswagen,Golf,2017,doorouter-dent,light,519.13
Hyundai,Tucson,2023,front-bumper-dent,light,387.96
Hyundai,Tucson,2017,signlight-damage,severe,252.82
Renault,Captur,2024,fender-dent,light,319.68
Kia,Ceed,2020,signlight-damage,severe,242.8
Hyundai,i20,2026,front-windscreen-damage,severe,668.25
Mercedes,GLC,2022,front-bumper-dent,moderate,1311.75
Renault,Captur,2022,roof-dent,light,523.39
Ford,Fiesta,2025,pillar-dent,light,331.6
Mercedes,Classe C,2023,taillight-damage,moderate,517.27
Ford,Kuga,2025,doorouter-dent,light,464.24
Peugeot,308,2019,doorouter-dent,moderate,689.19
Renault,Captur,2026,front-windscreen-damage,moderate,423.22
Volkswagen,Golf,2025,pillar-dent,severe,829.0
Toyota,Yaris,2020,fender-dent,moderate,593.5
Mercedes,GLC,2022,front-bumper-dent,severe,1967.62
Volkswagen,Golf,2023,doorouter-dent,severe,1194.91
Renault,Megane,2016,bonnet-dent,light,486.71
Kia,Ceed,2023,sidemirror-damage,severe,349.16
Hyundai,i30,2024,signlight-damage,severe,229.43
Ford,Kuga,2020,front-bumper-dent,moderate,741.88
BMW,X3,2019,roof-dent,severe,2584.46
Kia,Sportage,2017,front-bumper-dent,moderate,702.28
Audi,A4,2023,bonnet-dent,severe,1862.19
Peugeot,208,2022,quarterpanel-dent,severe,920.85
Kia,Ceed,2017,front-bumper-dent,moderate,702.28
Ford,Kuga,2016,sidemirror-damage,moderate,281.78
Peugeot,208,2025,headlight-damage,severe,406.96
Kia,Sportage,2016,signlight-damage,light,102.46
BMW,Serie 3,2018,front-bumper-dent,light,748.44
Hyundai,i20,2022,front-bumper-dent,moderate,655.88
Kia,Ceed,2016,front-windscreen-damage,severe,768.49
Mercedes,Classe C,2024,pillar-dent,moderate,1019.7
Peugeot,3008,2017,roof-dent,light,530.92
Toyota,RAV4,2024,doorouter-dent,severe,1070.68
Audi,Q5,2016,signlight-damage,moderate,273.24
Volkswagen,Tiguan,2024,bonnet-dent,light,504.75
Ford,Kuga,2023,sidemirror-damage,severe,384.08
BMW,X3,2021,front-bumper-dent,light,718.37
Toyota,Corolla,2023,roof-dent,moderate,905.23
Toyota,Corolla,2016,taillight-damage,light,170.77
Peugeot,3008,2022,roof-dent,severe,1239.6
Renault,Clio,2025,runningboard-dent,severe,536.97
Peugeot,3008,2019,front-windscreen-damage,moderate,443.05
Renault,Megane,2017,bonnet-dent,moderate,800.6
Ford,Focus,2023,bonnet-dent,severe,1280.26
Volkswagen,Polo,2023,doorouter-dent,light,477.96
Kia,Sportage,2016,fender-dent,light,375.7
Kia,Sportage,2018,front-bumper-dent,severe,1039.5
Toyota,Corolla,2017,fender-dent,light,370.8
Renault,Megane,2017,front-windscreen-damage,light,288.22
Volkswagen,Polo,2020,sidemirror-damage,light,160.25
Ford,Kuga,2016,front-bumper-dent,moderate,782.72
Volkswagen,Tiguan,2021,front-bumper-dent,severe,1097.51
Renault,Megane,2018,sidemirror-damage,light,142.2
Renault,Clio,2018,rear-windscreen-damage,moderate,421.34
Peugeot,3008,2025,front-bumper-dent,moderate,565.23
Mercedes,Classe C,2022,roof-dent,light,1101.87
Mercedes,Classe A,2017,doorouter-dent,light,943.87
Peugeot,208,2019,runningboard-dent,severe,553.81
Volkswagen,Polo,2016,sidemirror-damage,moderate,281.78
Volkswagen,Polo,2022,sidemirror-damage,severe,389.59
Volkswagen,Tiguan,2021,signlight-damage,severe,263.4
Audi,Q5,2022,signlight-damage,light,151.11
BMW,Serie 3,2024,taillight-damage,moderate,458.86
Toyota,Yaris,2017,headlight-damage,moderate,337.09
Peugeot,3008,2021,taillight-damage,light,143.67
Mercedes,GLC,2025,front-windscreen-damage,light,542.62
Audi,A4,2018,fender-dent,light,585.45
BMW,Serie 3,2023,taillight-damage,severe,698.32
Mercedes,GLC,2023,rear-bumper-dent,light,744.88
Renault,Megane,2024,fender-dent,severe,799.19
Audi,Q5,2021,bonnet-dent,moderate,1277.1
Peugeot,3008,2021,headlight-damage,light,172.41
Ford,Kuga,2020,headlight-damage,severe,534.15
Peugeot,208,2021,rear-windscreen-damage,moderate,383.13
BMW,X3,2021,rear-bumper-dent,moderate,1149.39
Ford,Focus,2023,rear-windscreen-damage,light,273.12
Peugeot,208,2024,pillar-dent,severe,688.3
Toyota,Yaris,2020,doorouter-dent,light,453.22
Volkswagen,Polo,2023,sidemirror-damage,moderate,256.05
Hyundai,i20,2021,fender-dent,light,351.2
Peugeot,208,2020,rear-bumper-dent,severe,874.07
Volkswagen,Golf,2023,rear-windscreen-damage,moderate,455.2
Ford,Fiesta,2025,rear-bumper-dent,light,397.92
Volkswagen,Polo,2025,taillight-damage,light,165.8
Peugeot,208,2023,bonnet-dent,severe,1047.48
Toyota,Corolla,2019,rear-windscreen-damage,severe,656.37
Audi,A4,2017,pillar-dent,light,539.35
Audi,A3,2026,bonnet-dent,severe,1782.0
Mercedes,Classe C,2016,bonnet-dent,moderate,1707.75
Kia,Ceed,2018,roof-dent,severe,1455.3
BMW,X5,2018,rear-bumper-dent,severe,1796.26
Hyundai,i20,2016,sidemirror-damage,severe,384.24
Renault,Clio,2021,fender-dent,light,333.64
Peugeot,208,2017,rear-bumper-dent,severe,910.16
Volkswagen,Polo,2021,pillar-dent,severe,878.01
Audi,A4,2019,rear-bumper-dent,severe,1575.29
Toyota,Corolla,2024,doorouter-dent,light,428.27
Peugeot,308,2026,rear-bumper-dent,light,320.76
Volkswagen,Polo,2022,rear-bumper-dent,light,415.56
Hyundai,i30,2022,runningboard-dent,light,236.12
Ford,Fiesta,2025,runningboard-dent,light,248.7
Volkswagen,Golf,2019,pillar-dent,moderate,601.67
Mercedes,GLC,2025,doorouter-dent,moderate,1406.79
Renault,Captur,2022,sidemirror-damage,moderate,224.31
Toyota,RAV4,2025,doorouter-dent,severe,1055.09
Toyota,RAV4,2016,rear-windscreen-damage,light,273.24
Kia,Ceed,2024,signlight-damage,moderate,152.95
Audi,Q5,2016,bonnet-dent,light,819.72
Peugeot,208,2017,quarterpanel-dent,light,394.4
Kia,Ceed,2022,fender-dent,severe,865.75
Volkswagen,Polo,2018,fender-dent,moderate,670.82
Renault,Megane,2024,roof-dent,severe,1271.44
Volkswagen,Tiguan,2026,doorouter-dent,severe,1143.45
Hyundai,Tucson,2021,rear-bumper-dent,light,383.13
Kia,Sportage,2023,signlight-damage,severe,232.77
Ford,Fiesta,2024,headlight-damage,severe,504.75
BMW,X3,2016,headlight-damage,light,368.87
BMW,X5,2025,rear-bumper-dent,severe,1627.86
Kia,Ceed,2026,runningboard-dent,severe,556.88
BMW,Serie 3,2020,bonnet-dent,severe,2185.18
Audi,Q5,2025,runningboard-dent,moderate,602.91
BMW,X5,2016,runningboard-dent,moderate,768.49
Ford,Kuga,2020,runningboard-dent,moderate,445.13
Peugeot,208,2020,roof-dent,light,509.87
Renault,Megane,2018,bonnet-dent,moderate,790.02
Kia,Rio,2017,headlight-damage,severe,505.64
Audi,Q5,2016,taillight-damage,severe,683.1
Kia,Sportage,2022,pillar-dent,severe,787.05
BMW,Serie 3,2025,taillight-damage,severe,678.27
Hyundai,Tucson,2017,sidemirror-damage,moderate,252.82
Ford,Focus,2016,quarterpanel-dent,severe,1221.04
Ford,Kuga,2018,pillar-dent,light,365.9
Hyundai,i30,2025,front-windscreen-damage,moderate,452.18
Peugeot,208,2024,pillar-dent,moderate,458.86
Renault,Captur,2019,taillight-damage,moderate,259.81
BMW,X3,2026,signlight-damage,severe,400.95
Kia,Ceed,2016,roof-dent,severe,1494.28
Hyundai,Tucson,2016,roof-dent,severe,1494.28
Peugeot,208,2018,fender-dent,moderate,548.86
Toyota,RAV4,2017,rear-windscreen-damage,severe,674.19
Audi,Q5,2017,front-windscreen-damage,light,485.42
Kia,Rio,2025,rear-bumper-dent,moderate,602.91
Mercedes,GLC,2021,signlight-damage,light,191.56
Audi,Q5,2022,front-windscreen-damage,severe,1133.35
Toyota,RAV4,2024,signlight-damage,severe,229.43
BMW,X3,2017,front-windscreen-damage,moderate,910.16
Peugeot,208,2018,sidemirror-damage,light,134.72
Hyundai,i20,2022,rear-windscreen-damage,moderate,419.76
Kia,Sportage,2019,front-bumper-dent,moderate,683.72
Mercedes,Classe C,2017,taillight-damage,severe,842.74
Peugeot,3008,2025,front-bumper-dent,severe,847.84
Audi,A3,2021,taillight-damage,severe,638.55
Toyota,RAV4,2016,fender-dent,moderate,626.17
Kia,Sportage,2022,rear-windscreen-damage,moderate,419.76
Volkswagen,Polo,2026,taillight-damage,light,163.35
Peugeot,308,2022,taillight-damage,severe,354.17
Hyundai,Tucson,2018,signlight-damage,moderate,166.32
BMW,Serie 3,2022,sidemirror-damage,light,255.0
Renault,Captur,2025,front-windscreen-damage,severe,644.36
Mercedes,GLC,2019,rear-bumper-dent,moderate,1312.74
Mercedes,Classe C,2016,pillar-dent,light,683.1
Kia,Ceed,2022,roof-dent,severe,1377.34
Renault,Megane,2016,signlight-damage,light,97.34
Volkswagen,Golf,2024,rear-windscreen-damage,moderate,448.67
Volkswagen,Polo,2017,pillar-dent,severe,927.01
Renault,Clio,2016,runningboard-dent,light,243.35
Ford,Kuga,2023,signlight-damage,severe,256.05
Audi,A4,2024,pillar-dent,severe,1223.64
Volkswagen,Polo,2020,front-windscreen-damage,moderate,534.15
BMW,Serie 3,2019,fender-dent,severe,1624.52
Kia,Rio,2018,rear-bumper-dent,light,399.17
Toyota,Yaris,2018,rear-bumper-dent,moderate,665.28
Audi,A4,2018,runningboard-dent,severe,997.92
BMW,X5,2026,sidemirror-damage,severe,601.42
Volkswagen,Polo,2017,bonnet-dent,severe,1390.52
Audi,Q5,2021,roof-dent,light,893.97
Toyota,RAV4,2022,doorouter-dent,light,440.75
Renault,Megane,2022,sidemirror-damage,severe,336.46
Ford,Kuga,2016,doorouter-dent,light,525.99
Mercedes,GLC,2024,roof-dent,moderate,1784.47
Ford,Kuga,2023,roof-dent,moderate,995.75
Peugeot,308,2017,pillar-dent,severe,758.46
Audi,A4,2024,quarterpanel-dent,moderate,1060.49
Mercedes,Classe C,2017,rear-bumper-dent,moderate,1348.38
Audi,A3,2026,front-bumper-dent,severe,1485.0
Kia,Rio,2017,roof-dent,moderate,983.19
Volkswagen,Tiguan,2016,taillight-damage,moderate,313.09
Audi,Q5,2024,roof-dent,severe,2141.37
BMW,X3,2023,taillight-damage,severe,698.32
Hyundai,i30,2026,quarterpanel-dent,moderate,643.5
Kia,Rio,2019,taillight-damage,moderate,273.49
Volkswagen,Polo,2023,front-windscreen-damage,moderate,512.1
BMW,Serie 3,2016,doorouter-dent,light,860.71
Ford,Focus,2021,taillight-damage,severe,439.0
Renault,Clio,2018,bonnet-dent,light,474.01
Renault,Clio,2021,sidemirror-damage,light,136.49
Toyota,Yaris,2017,fender-dent,light,370.8
Audi,A3,2025,front-windscreen-damage,severe,1085.24
Peugeot,308,2023,headlight-damage,light,167.6
Volkswagen,Polo,2017,front-windscreen-damage,light,333.72
Hyundai,Tucson,2025,pillar-dent,severe,753.64
Volkswagen,Golf,2025,taillight-damage,light,165.8
Volkswagen,Polo,2019,pillar-dent,severe,902.51
BMW,Serie 3,2025,rear-bumper-dent,severe,1627.86
Ford,Fiesta,2017,fender-dent,light,407.88
Mercedes,Classe C,2024,rear-bumper-dent,light,734.18
Ford,Kuga,2024,rear-bumper-dent,light,403.8
Renault,Megane,2025,front-bumper-dent,light,357.98
Mercedes,Classe A,2021,rear-windscreen-damage,moderate,851.4
Volkswagen,Golf,2018,sidemirror-damage,light,164.66
Volkswagen,Tiguan,2026,fender-dent,light,359.37
Mercedes,Classe C,2017,rear-windscreen-damage,severe,1348.38
Ford,Focus,2016,taillight-damage,moderate,313.09
Renault,Captur,2022,rear-windscreen-damage,severe,598.16
Renault,Clio,2016,rear-bumper-dent,light,389.37
Mercedes,GLC,2022,rear-bumper-dent,severe,1888.92
Mercedes,Classe A,2018,roof-dent,light,1164.24
Toyota,RAV4,2021,roof-dent,light,558.73
Renault,Megane,2018,rear-windscreen-damage,severe,632.02
Peugeot,208,2022,bonnet-dent,severe,1062.52
Toyota,Corolla,2021,rear-bumper-dent,moderate,638.55
Ford,Fiesta,2016,front-windscreen-damage,light,338.13
Hyundai,i20,2018,signlight-damage,severe,249.48
Toyota,Corolla,2023,taillight-damage,severe,387.96
Hyundai,i20,2019,roof-dent,light,574.32
Hyundai,i20,2018,rear-windscreen-damage,light,266.11
Audi,Q5,2022,doorouter-dent,light,705.2
Kia,Sportage,2017,fender-dent,moderate,618.01
Hyundai,i20,2018,rear-windscreen-damage,light,266.11
Volkswagen,Polo,2020,quarterpanel-dent,moderate,771.56
BMW,X5,2017,doorouter-dent,light,849.48
Kia,Rio,2023,pillar-dent,light,310.36
Hyundai,i30,2020,taillight-damage,moderate,269.78
Toyota,Corolla,2019,roof-dent,moderate,957.21
Volkswagen,Golf,2018,signlight-damage,light,109.77
BMW,X3,2022,front-windscreen-damage,light,510.01
Peugeot,208,2019,runningboard-dent,severe,553.81
Volkswagen,Golf,2018,quarterpanel-dent,severe,1189.19
Toyota,RAV4,2020,sidemirror-damage,severe,364.2
Hyundai,i30,2018,front-bumper-dent,severe,1039.5
Toyota,Corolla,2026,headlight-damage,moderate,297.0
Peugeot,308,2017,taillight-damage,light,151.69
Hyundai,i30,2017,fender-dent,moderate,618.01
Ford,Fiesta,2024,front-windscreen-damage,severe,757.13
Mercedes,Classe C,2021,pillar-dent,severe,1596.38
Peugeot,3008,2024,signlight-damage,light,82.6
Renault,Clio,2018,rear-windscreen-damage,light,252.81
Ford,Kuga,2017,signlight-damage,severe,278.1
Ford,Focus,2018,roof-dent,moderate,1067.22
Kia,Sportage,2020,quarterpanel-dent,severe,1052.12
Kia,Sportage,2020,rear-bumper-dent,severe,971.19
Renault,Captur,2026,front-bumper-dent,light,352.69
Audi,A4,2022,front-windscreen-damage,light,453.34
Kia,Ceed,2020,sidemirror-damage,moderate,242.8
Volkswagen,Golf,2024,quarterpanel-dent,light,437.45
Hyundai,Tucson,2024,rear-windscreen-damage,severe,611.82
BMW,X3,2016,rear-bumper-dent,moderate,1229.58
Ford,Kuga,2018,rear-windscreen-damage,moderate,487.87
Volkswagen,Golf,2016,front-bumper-dent,severe,1174.08
Kia,Rio,2022,doorouter-dent,severe,1101.87
Mercedes,Classe A,2021,taillight-damage,moderate,532.12
Kia,Sportage,2024,front-bumper-dent,moderate,637.31
Hyundai,i20,2024,headlight-damage,light,183.55
Audi,Q5,2024,front-bumper-dent,moderate,1019.7
Volkswagen,Polo,2018,headlight-damage,severe,548.86
Toyota,Corolla,2017,headlight-damage,light,202.26
Hyundai,Tucson,2018,pillar-dent,light,332.64
Peugeot,308,2016,runningboard-dent,light,230.55
Audi,A3,2016,front-windscreen-damage,light,491.83
Kia,Ceed,2022,taillight-damage,moderate,262.35
Renault,Megane,2019,doorouter-dent,light,436.49
Ford,Focus,2016,bonnet-dent,severe,1408.89
Ford,Kuga,2017,rear-windscreen-damage,moderate,494.41
BMW,X5,2016,front-windscreen-damage,severe,1383.28
BMW,X5,2025,roof-dent,severe,2373.96
Mercedes,Classe A,2018,fender-dent,moderate,1219.68
Audi,A4,2025,fender-dent,severe,1326.4
Ford,Kuga,2023,quarterpanel-dent,severe,1109.55
Ford,Focus,2022,front-windscreen-damage,severe,779.18
Peugeot,308,2024,pillar-dent,light,275.32
Kia,Sportage,2023,sidemirror-damage,moderate,232.77
Audi,A3,2016,front-windscreen-damage,severe,1229.58
Ford,Kuga,2020,fender-dent,light,391.71
Audi,A4,2017,runningboard-dent,light,404.51
Audi,A4,2017,runningboard-dent,light,404.51
Kia,Rio,2021,rear-windscreen-damage,severe,638.55
Ford,Kuga,2026,signlight-damage,severe,245.02
Volkswagen,Polo,2024,headlight-damage,severe,504.75
Volkswagen,Golf,2016,taillight-damage,severe,469.63
Volkswagen,Tiguan,2016,rear-windscreen-damage,moderate,500.94
Audi,A4,2019,sidemirror-damage,moderate,393.82
Renault,Clio,2023,signlight-damage,moderate,147.42
Ford,Kuga,2025,sidemirror-damage,moderate,248.7
Ford,Kuga,2020,pillar-dent,moderate,593.51
Renault,Megane,2018,quarterpanel-dent,light,410.81
BMW,Serie 3,2024,headlight-damage,moderate,550.64
Toyota,Corolla,2024,runningboard-dent,light,229.43
Kia,Rio,2018,fender-dent,light,365.9
Kia,Sportage,2025,runningboard-dent,moderate,376.82
Toyota,Corolla,2022,headlight-damage,light,188.89
Kia,Sportage,2024,runningboard-dent,light,229.43
Hyundai,i30,2021,runningboard-dent,light,239.46
Hyundai,i20,2021,fender-dent,light,351.2
Renault,Megane,2018,runningboard-dent,light,237.01
Peugeot,308,2016,front-windscreen-damage,moderate,461.09
BMW,Serie 3,2025,rear-windscreen-damage,severe,1085.24
Mercedes,GLC,2021,rear-windscreen-damage,severe,1277.1
BMW,X3,2022,rear-windscreen-damage,severe,1133.35
Mercedes,GLC,2021,signlight-damage,severe,478.91
Toyota,Yaris,2026,pillar-dent,moderate,495.0
BMW,Serie 3,2016,rear-bumper-dent,severe,1844.37
Mercedes,Classe A,2016,sidemirror-damage,moderate,512.32
Renault,Clio,2016,rear-windscreen-damage,light,259.58
Kia,Rio,2024,headlight-damage,moderate,305.91
BMW,Serie 3,2017,quarterpanel-dent,severe,1972.01
Mercedes,Classe A,2018,doorouter-dent,severe,2328.48
Renault,Clio,2021,rear-windscreen-damage,light,242.65
Toyota,RAV4,2020,bonnet-dent,severe,1213.99
Peugeot,208,2023,quarterpanel-dent,moderate,605.21
Renault,Megane,2019,pillar-dent,severe,779.44
Volkswagen,Polo,2022,quarterpanel-dent,light,450.19
Volkswagen,Tiguan,2018,runningboard-dent,light,274.43
Hyundai,i30,2019,pillar-dent,severe,820.46
Volkswagen,Polo,2016,rear-windscreen-damage,severe,751.41
BMW,X5,2019,front-windscreen-damage,moderate,886.1
Hyundai,Tucson,2026,taillight-damage,severe,371.25
Volkswagen,Polo,2018,sidemirror-damage,light,164.66
Peugeot,3008,2022,rear-windscreen-damage,moderate,377.78
Renault,Captur,2018,headlight-damage,moderate,316.01
BMW,X3,2026,headlight-damage,moderate,534.6
Mercedes,Classe C,2023,front-windscreen-damage,severe,1396.64
Renault,Megane,2022,runningboard-dent,moderate,373.85
Renault,Clio,2018,sidemirror-damage,light,142.2
Ford,Fiesta,2022,pillar-dent,severe,865.76
Hyundai,Tucson,2020,roof-dent,severe,1416.32
Volkswagen,Polo,2023,pillar-dent,light,341.4
Mercedes,GLC,2016,fender-dent,light,751.41
Peugeot,208,2016,front-bumper-dent,light,384.24
Kia,Sportage,2024,doorouter-dent,moderate,713.79
Volkswagen,Golf,2018,taillight-damage,moderate,304.92
Volkswagen,Golf,2020,front-windscreen-damage,moderate,534.15
Renault,Captur,2022,bonnet-dent,light,448.62
BMW,Serie 3,2017,signlight-damage,severe,455.08
Renault,Megane,2025,quarterpanel-dent,moderate,620.49
Mercedes,Classe C,2020,doorouter-dent,light,906.44
Toyota,Yaris,2026,quarterpanel-dent,moderate,643.5
Volkswagen,Tiguan,2017,roof-dent,light,648.91
BMW,X3,2025,rear-bumper-dent,light,651.14
Kia,Ceed,2017,bonnet-dent,light,505.64
Hyundai,i20,2016,pillar-dent,severe,853.88
Renault,Clio,2020,taillight-damage,moderate,256.29
Ford,Fiesta,2024,pillar-dent,severe,841.25
Mercedes,GLC,2017,bonnet-dent,severe,2528.21
Volkswagen,Tiguan,2022,bonnet-dent,light,519.45
Renault,Megane,2020,pillar-dent,light,307.54
Peugeot,208,2017,front-windscreen-damage,light,273.05
BMW,Serie 3,2021,sidemirror-damage,light,258.61
Volkswagen,Golf,2018,taillight-damage,light,182.95
BMW,X3,2022,front-windscreen-damage,moderate,850.01
Ford,Kuga,2024,front-bumper-dent,light,420.63
Audi,A4,2018,rear-windscreen-damage,severe,1064.45
Kia,Sportage,2016,front-windscreen-damage,light,307.39
Mercedes,Classe A,2019,rear-windscreen-damage,severe,1312.74
Hyundai,Tucson,2025,doorouter-dent,severe,1055.09
Toyota,Corolla,2017,roof-dent,moderate,983.19
Toyota,Corolla,2019,sidemirror-damage,moderate,246.14
BMW,Serie 3,2017,roof-dent,severe,2654.62
Hyundai,Tucson,2017,doorouter-dent,moderate,786.56
Kia,Sportage,2016,roof-dent,severe,1494.28
BMW,X3,2022,runningboard-dent,light,425.01
Peugeot,3008,2025,roof-dent,light,474.79
Kia,Sportage,2017,doorouter-dent,severe,1179.83
Volkswagen,Tiguan,2023,pillar-dent,severe,853.5
Peugeot,308,2016,fender-dent,light,338.13
BMW,Serie 3,2023,signlight-damage,light,167.6
Peugeot,3008,2018,quarterpanel-dent,light,389.19
Toyota,Yaris,2018,bonnet-dent,severe,1247.4
Hyundai,Tucson,2016,rear-bumper-dent,light,409.86
Hyundai,Tucson,2016,quarterpanel-dent,light,444.01
Hyundai,i20,2022,rear-windscreen-damage,moderate,419.76
Toyota,RAV4,2024,rear-windscreen-damage,severe,611.82
Hyundai,i20,2018,runningboard-dent,light,249.48
Ford,Kuga,2026,front-bumper-dent,moderate,680.62
Hyundai,i30,2017,bonnet-dent,light,505.64
Hyundai,i30,2019,front-windscreen-damage,moderate,492.28
Renault,Captur,2017,runningboard-dent,light,240.18
Mercedes,Classe C,2024,front-windscreen-damage,severe,1376.6
Kia,Sportage,2021,rear-bumper-dent,severe,957.82
Toyota,Corolla,2018,fender-dent,moderate,609.84
Volkswagen,Golf,2018,taillight-damage,moderate,304.92
Mercedes,Classe A,2017,front-bumper-dent,severe,2106.84
Toyota,Yaris,2025,fender-dent,moderate,552.67
Kia,Sportage,2023,sidemirror-damage,moderate,232.77
Hyundai,i20,2022,roof-dent,moderate,918.22
Peugeot,208,2022,doorouter-dent,severe,991.68
BMW,Serie 3,2025,pillar-dent,moderate,904.37
Mercedes,Classe A,2021,front-windscreen-damage,severe,1436.74
BMW,X5,2020,pillar-dent,light,582.71
Renault,Clio,2016,rear-bumper-dent,light,389.37
Audi,A3,2021,front-windscreen-damage,severe,1149.39
Kia,Sportage,2018,sidemirror-damage,light,149.69
BMW,X3,2024,pillar-dent,light,550.64
Ford,Focus,2020,bonnet-dent,moderate,890.26
Kia,Rio,2019,front-windscreen-damage,light,295.37
Volkswagen,Golf,2022,doorouter-dent,light,484.82
Toyota,Yaris,2019,front-windscreen-damage,light,295.37
BMW,X5,2017,front-bumper-dent,moderate,1264.11
Peugeot,3008,2024,front-bumper-dent,severe,860.37
Volkswagen,Polo,2019,taillight-damage,severe,451.25
Ford,Fiesta,2019,sidemirror-damage,severe,406.13
BMW,Serie 3,2016,signlight-damage,light,184.44
BMW,X5,2023,front-bumper-dent,moderate,1163.87
Mercedes,Classe C,2024,pillar-dent,severe,1529.55
Renault,Clio,2021,rear-bumper-dent,light,363.97
Kia,Sportage,2021,quarterpanel-dent,light,415.06
Mercedes,GLC,2017,runningboard-dent,moderate,842.74
Hyundai,i30,2017,headlight-damage,light,202.26
